transaction_id,customer_id,date,product,amount
776,245,2023-02-15,Product_D,73
777,336,2023-02-16,Product_A,144
778,450,2023-02-17,Product_D,50
779,418,2023-02-18,Product_B,305
780,247,2023-02-19,Product_A,12
781,8,2023-02-20,Product_A,410
782,141,2023-02-21,Product_B,203
783,362,2023-02-22,Product_D,472
784,8,2023-02-23,Product_D,119
785,478,2023-02-24,Product_D,230
786,352,2023-02-25,Product_A,379
787,484,2023-02-26,Product_A,377
788,495,2023-02-27,Product_D,445
789,94,2023-02-28,Product_C,415
790,321,2023-03-01,Product_D,13
791,427,2023-03-02,Product_B,253
792,39,2023-03-03,Product_A,399
793,81,2023-03-04,Product_B,175
794,187,2023-03-05,Product_B,35
795,84,2023-03-06,Product_A,404
796,88,2023-03-07,Product_C,483
797,242,2023-03-08,Product_D,26
798,342,2023-03-09,Product_B,225
799,93,2023-03-10,Product_A,101
800,86,2023-03-11,Product_B,492
801,44,2023-03-12,Product_D,40
802,137,2023-03-13,Product_C,214
803,421,2023-03-14,Product_C,428
804,74,2023-03-15,Product_C,409
805,36,2023-03-16,Product_A,216
806,101,2023-03-17,Product_A,116
807,476,2023-03-18,Product_C,155
808,156,2023-03-19,Product_D,376
809,426,2023-03-20,Product_D,110
810,255,2023-03-21,Product_A,377
811,171,2023-03-22,Product_C,327
812,469,2023-03-23,Product_D,377
813,216,2023-03-24,Product_D,250
814,170,2023-03-25,Product_D,498
815,252,2023-03-26,Product_A,420
816,360,2023-03-27,Product_C,256
817,322,2023-03-28,Product_B,172
818,55,2023-03-29,Product_C,381
819,456,2023-03-30,Product_C,182
820,432,2023-03-31,Product_A,44
821,91,2023-04-01,Product_D,293
822,278,2023-04-02,Product_D,368
823,101,2023-04-03,Product_A,390
824,155,2023-04-04,Product_A,367
825,377,2023-04-05,Product_A,402
826,349,2023-04-06,Product_A,469
827,451,2023-04-07,Product_A,408
828,364,2023-04-08,Product_B,30
829,141,2023-04-09,Product_C,317
830,173,2023-04-10,Product_C,172
831,10,2023-04-11,Product_C,499
832,228,2023-04-12,Product_D,106
833,265,2023-04-13,Product_B,316
834,438,2023-04-14,Product_C,348
835,248,2023-04-15,Product_D,64
836,247,2023-04-16,Product_B,480
837,155,2023-04-17,Product_B,342
838,34,2023-04-18,Product_D,136
839,499,2023-04-19,Product_B,437
840,129,2023-04-20,Product_D,202
841,160,2023-04-21,Product_C,252
842,89,2023-04-22,Product_D,358
843,93,2023-04-23,Product_B,97
844,327,2023-04-24,Product_C,345
845,241,2023-04-25,Product_C,418
846,323,2023-04-26,Product_A,224
847,468,2023-04-27,Product_A,101
848,404,2023-04-28,Product_B,312
849,117,2023-04-29,Product_D,473
850,94,2023-04-30,Product_D,244
851,163,2023-05-01,Product_B,193
852,99,2023-05-02,Product_C,47
853,113,2023-05-03,Product_B,148
854,359,2023-05-04,Product_B,204
855,91,2023-05-05,Product_C,24
856,346,2023-05-06,Product_D,266
857,206,2023-05-07,Product_B,144
858,17,2023-05-08,Product_D,10
859,274,2023-05-09,Product_B,58
860,173,2023-05-10,Product_C,105
861,116,2023-05-11,Product_C,210
862,349,2023-05-12,Product_A,422
863,468,2023-05-13,Product_C,35
864,181,2023-05-14,Product_A,352
865,91,2023-05-15,Product_B,438
866,82,2023-05-16,Product_D,244
867,324,2023-05-17,Product_C,358
868,449,2023-05-18,Product_C,253
869,114,2023-05-19,Product_C,367
870,257,2023-05-20,Product_B,490
871,58,2023-05-21,Product_A,336
872,154,2023-05-22,Product_B,405
873,365,2023-05-23,Product_D,360
874,404,2023-05-24,Product_B,425
875,116,2023-05-25,Product_D,383
876,343,2023-05-26,Product_C,413
877,266,2023-05-27,Product_D,384
878,315,2023-05-28,Product_D,60
879,203,2023-05-29,Product_A,90
880,41,2023-05-30,Product_D,45
881,105,2023-05-31,Product_D,76
882,389,2023-06-01,Product_B,138
883,378,2023-06-02,Product_C,379
884,193,2023-06-03,Product_B,164
885,401,2023-06-04,Product_B,254
886,278,2023-06-05,Product_C,120
887,354,2023-06-06,Product_C,177
888,237,2023-06-07,Product_D,490
889,425,2023-06-08,Product_D,477
890,221,2023-06-09,Product_A,151
891,68,2023-06-10,Product_B,365
892,197,2023-06-11,Product_C,206
893,256,2023-06-12,Product_D,480
894,139,2023-06-13,Product_C,118
895,312,2023-06-14,Product_D,385
896,435,2023-06-15,Product_A,88
897,149,2023-06-16,Product_A,399
898,99,2023-06-17,Product_C,170
899,76,2023-06-18,Product_A,448
900,282,2023-06-19,Product_C,28
901,371,2023-06-20,Product_D,136
902,403,2023-06-21,Product_B,214
903,109,2023-06-22,Product_A,38
904,188,2023-06-23,Product_D,454
905,199,2023-06-24,Product_B,463
906,303,2023-06-25,Product_B,216
907,327,2023-06-26,Product_B,473
908,154,2023-06-27,Product_D,289
909,40,2023-06-28,Product_D,160
910,133,2023-06-29,Product_C,249
911,405,2023-06-30,Product_B,275
912,462,2023-07-01,Product_B,191
913,132,2023-07-02,Product_B,114
914,279,2023-07-03,Product_C,434
915,362,2023-07-04,Product_B,442
916,84,2023-07-05,Product_D,410
917,399,2023-07-06,Product_B,449
918,242,2023-07-07,Product_A,245
919,116,2023-07-08,Product_D,182
920,109,2023-07-09,Product_C,167
921,221,2023-07-10,Product_B,181
922,392,2023-07-11,Product_A,467
923,41,2023-07-12,Product_C,320
924,368,2023-07-13,Product_C,412
925,147,2023-07-14,Product_D,166
926,112,2023-07-15,Product_C,267
927,103,2023-07-16,Product_C,173
928,46,2023-07-17,Product_C,156
929,412,2023-07-18,Product_C,400
930,494,2023-07-19,Product_B,163
931,475,2023-07-20,Product_B,472
932,324,2023-07-21,Product_B,376
933,378,2023-07-22,Product_B,47
934,271,2023-07-23,Product_A,140
935,483,2023-07-24,Product_B,367
936,421,2023-07-25,Product_C,264
937,385,2023-07-26,Product_B,217
938,195,2023-07-27,Product_B,459
939,367,2023-07-28,Product_D,104
940,280,2023-07-29,Product_C,357
941,283,2023-07-30,Product_B,336
942,40,2023-07-31,Product_B,487
943,447,2023-08-01,Product_B,180
944,189,2023-08-02,Product_A,259
945,164,2023-08-03,Product_B,199
946,482,2023-08-04,Product_D,208
947,477,2023-08-05,Product_C,493
948,24,2023-08-06,Product_C,230
949,24,2023-08-07,Product_B,33
950,490,2023-08-08,Product_B,253
951,4,2023-08-09,Product_B,432
952,323,2023-08-10,Product_C,333
953,290,2023-08-11,Product_C,137
954,441,2023-08-12,Product_A,102
955,433,2023-08-13,Product_D,309
956,471,2023-08-14,Product_A,142
957,181,2023-08-15,Product_D,64
958,248,2023-08-16,Product_A,486
959,116,2023-08-17,Product_C,167
960,279,2023-08-18,Product_A,38
961,365,2023-08-19,Product_D,419
962,69,2023-08-20,Product_B,220
963,351,2023-08-21,Product_D,163
964,254,2023-08-22,Product_B,302
965,181,2023-08-23,Product_C,484
966,318,2023-08-24,Product_D,231
967,169,2023-08-25,Product_A,124
968,313,2023-08-26,Product_D,446
969,249,2023-08-27,Product_B,167
970,188,2023-08-28,Product_C,268
971,54,2023-08-29,Product_A,260
972,326,2023-08-30,Product_D,131
973,357,2023-08-31,Product_B,308
974,313,2023-09-01,Product_A,272
975,138,2023-09-02,Product_C,390
976,168,2023-09-03,Product_A,58
977,391,2023-09-04,Product_C,386
978,103,2023-09-05,Product_A,338
979,422,2023-09-06,Product_D,306
980,85,2023-09-07,Product_B,371
981,317,2023-09-08,Product_D,86
982,212,2023-09-09,Product_D,472
983,3,2023-09-10,Product_C,447
984,384,2023-09-11,Product_C,136
985,179,2023-09-12,Product_C,206
986,342,2023-09-13,Product_D,230
987,303,2023-09-14,Product_A,492
988,452,2023-09-15,Product_A,100
989,476,2023-09-16,Product_D,420
990,332,2023-09-17,Product_D,17
991,38,2023-09-18,Product_B,41
992,499,2023-09-19,Product_C,477
993,420,2023-09-20,Product_C,329
994,239,2023-09-21,Product_D,403
995,169,2023-09-22,Product_D,278
996,453,2023-09-23,Product_A,200
997,397,2023-09-24,Product_D,358
998,343,2023-09-25,Product_A,172
999,314,2023-09-26,Product_D,70
1000,306,2023-09-27,Product_B,447
1001,30,2023-09-28,Product_B,273
1002,190,2023-09-29,Product_A,294
1003,357,2023-09-30,Product_C,104
1004,25,2023-10-01,Product_B,50
1005,112,2023-10-02,Product_A,423
1006,411,2023-10-03,Product_D,479
1007,435,2023-10-04,Product_D,158
1008,206,2023-10-05,Product_A,213
1009,185,2023-10-06,Product_C,276
1010,382,2023-10-07,Product_A,11
1011,496,2023-10-08,Product_A,187
1012,379,2023-10-09,Product_B,434
1013,47,2023-10-10,Product_A,203
1014,374,2023-10-11,Product_A,491
1015,228,2023-10-12,Product_D,396
1016,39,2023-10-13,Product_B,345
1017,16,2023-10-14,Product_D,444
1018,22,2023-10-15,Product_D,205
1019,213,2023-10-16,Product_C,352
1020,310,2023-10-17,Product_C,258
1021,149,2023-10-18,Product_B,221
1022,456,2023-10-19,Product_B,162
1023,241,2023-10-20,Product_C,167
1024,272,2023-10-21,Product_C,475
1025,59,2023-10-22,Product_C,371
1026,287,2023-10-23,Product_C,148
1027,426,2023-10-24,Product_C,230
1028,202,2023-10-25,Product_D,282
1029,32,2023-10-26,Product_B,163
1030,443,2023-10-27,Product_D,258
1031,162,2023-10-28,Product_D,288
1032,255,2023-10-29,Product_A,449
1033,254,2023-10-30,Product_D,445
1034,9,2023-10-31,Product_C,313
1035,465,2023-11-01,Product_C,285
1036,139,2023-11-02,Product_A,11
1037,480,2023-11-03,Product_A,97
1038,10,2023-11-04,Product_A,296
1039,214,2023-11-05,Product_A,420
1040,273,2023-11-06,Product_A,139
1041,324,2023-11-07,Product_D,87
1042,48,2023-11-08,Product_A,269
1043,436,2023-11-09,Product_D,250
1044,111,2023-11-10,Product_B,150
1045,153,2023-11-11,Product_A,237
1046,123,2023-11-12,Product_A,172
1047,405,2023-11-13,Product_D,245
1048,357,2023-11-14,Product_B,137
1049,102,2023-11-15,Product_D,209
1050,241,2023-11-16,Product_D,459
1051,321,2023-11-17,Product_A,399
1052,191,2023-11-18,Product_C,40
1053,217,2023-11-19,Product_C,147
1054,51,2023-11-20,Product_D,30
1055,292,2023-11-21,Product_A,243
1056,81,2023-11-22,Product_B,211
1057,489,2023-11-23,Product_C,288
1058,383,2023-11-24,Product_B,140
1059,88,2023-11-25,Product_C,425
1060,194,2023-11-26,Product_A,157
1061,104,2023-11-27,Product_D,467
1062,271,2023-11-28,Product_B,38
1063,96,2023-11-29,Product_B,370
1064,423,2023-11-30,Product_D,317
1065,379,2023-12-01,Product_B,380
1066,198,2023-12-02,Product_C,439
1067,1,2023-12-03,Product_D,171
1068,495,2023-12-04,Product_C,366
1069,407,2023-12-05,Product_C,349
1070,378,2023-12-06,Product_A,70
1071,167,2023-12-07,Product_C,134
1072,126,2023-12-08,Product_A,465
1073,313,2023-12-09,Product_B,80
1074,81,2023-12-10,Product_B,335
1075,418,2023-12-11,Product_A,404
1076,251,2023-12-12,Product_C,373
1077,169,2023-12-13,Product_D,475
1078,477,2023-12-14,Product_D,252
1079,73,2023-12-15,Product_A,499
1080,141,2023-12-16,Product_B,258
1081,70,2023-12-17,Product_B,230
1082,262,2023-12-18,Product_D,482
1083,340,2023-12-19,Product_A,456
1084,308,2023-12-20,Product_D,30
1085,245,2023-12-21,Product_C,396
1086,3,2023-12-22,Product_C,91
1087,337,2023-12-23,Product_A,353
1088,63,2023-12-24,Product_A,376
1089,49,2023-12-25,Product_C,495
1090,76,2023-12-26,Product_B,19
1091,368,2023-12-27,Product_A,420
1092,175,2023-12-28,Product_C,21
1093,109,2023-12-29,Product_C,272
1094,183,2023-12-30,Product_B,154
1095,192,2023-12-31,Product_B,458
1096,65,2024-01-01,Product_B,201
1097,337,2024-01-02,Product_B,259
1098,451,2024-01-03,Product_D,123
1099,474,2024-01-04,Product_B,35
1100,271,2024-01-05,Product_D,280
1101,100,2024-01-06,Product_A,42
1102,32,2024-01-07,Product_C,71
1103,352,2024-01-08,Product_D,238
1104,128,2024-01-09,Product_A,312
1105,452,2024-01-10,Product_A,104
1106,402,2024-01-11,Product_D,44
1107,369,2024-01-12,Product_A,202
1108,339,2024-01-13,Product_A,465
1109,43,2024-01-14,Product_D,85
1110,372,2024-01-15,Product_A,388
1111,419,2024-01-16,Product_B,258
1112,488,2024-01-17,Product_B,92
1113,78,2024-01-18,Product_C,34
1114,314,2024-01-19,Product_A,66
1115,289,2024-01-20,Product_C,41
1116,270,2024-01-21,Product_B,328
1117,162,2024-01-22,Product_B,21
1118,189,2024-01-23,Product_B,328
1119,247,2024-01-24,Product_A,342
1120,388,2024-01-25,Product_A,101
1121,216,2024-01-26,Product_B,10
1122,315,2024-01-27,Product_C,444
1123,413,2024-01-28,Product_C,335
1124,339,2024-01-29,Product_D,145
1125,390,2024-01-30,Product_B,205
1126,377,2024-01-31,Product_C,142
1127,481,2024-02-01,Product_B,482
1128,433,2024-02-02,Product_C,95
1129,168,2024-02-03,Product_D,485
1130,339,2024-02-04,Product_D,304
1131,193,2024-02-05,Product_B,288
1132,453,2024-02-06,Product_C,333
1133,283,2024-02-07,Product_A,189
1134,336,2024-02-08,Product_D,13
1135,390,2024-02-09,Product_B,135
1136,488,2024-02-10,Product_B,184
1137,13,2024-02-11,Product_C,260
1138,240,2024-02-12,Product_B,30
1139,320,2024-02-13,Product_D,494
1140,446,2024-02-14,Product_B,449
1141,483,2024-02-15,Product_B,114
1142,147,2024-02-16,Product_A,75
1143,204,2024-02-17,Product_A,452
1144,80,2024-02-18,Product_D,272
1145,379,2024-02-19,Product_C,58
1146,43,2024-02-20,Product_A,25
1147,458,2024-02-21,Product_C,154
1148,89,2024-02-22,Product_D,349
1149,148,2024-02-23,Product_A,259
1150,95,2024-02-24,Product_C,352
1151,452,2024-02-25,Product_A,363
1152,428,2024-02-26,Product_D,84
1153,151,2024-02-27,Product_D,299
1154,2,2024-02-28,Product_A,426
1155,376,2024-02-29,Product_C,291
1156,22,2024-03-01,Product_B,75
1157,371,2024-03-02,Product_B,134
1158,313,2024-03-03,Product_A,328
1159,485,2024-03-04,Product_C,96
1160,328,2024-03-05,Product_B,50
1161,7,2024-03-06,Product_D,479
1162,206,2024-03-07,Product_C,195
1163,440,2024-03-08,Product_B,363
1164,375,2024-03-09,Product_C,389
1165,451,2024-03-10,Product_A,344
1166,114,2024-03-11,Product_C,275
1167,272,2024-03-12,Product_B,280
1168,83,2024-03-13,Product_A,51
1169,179,2024-03-14,Product_C,102
1170,210,2024-03-15,Product_D,194
1171,500,2024-03-16,Product_B,224
1172,464,2024-03-17,Product_A,26
1173,328,2024-03-18,Product_C,453
1174,124,2024-03-19,Product_D,274
1175,481,2024-03-20,Product_B,123
1176,113,2024-03-21,Product_D,301
1177,12,2024-03-22,Product_C,466
1178,126,2024-03-23,Product_C,473
1179,53,2024-03-24,Product_A,301
1180,331,2024-03-25,Product_D,57
1181,389,2024-03-26,Product_A,316
1182,283,2024-03-27,Product_B,106
1183,140,2024-03-28,Product_A,384
1184,401,2024-03-29,Product_B,104
1185,390,2024-03-30,Product_C,335
1186,97,2024-03-31,Product_C,83
1187,5,2024-04-01,Product_D,345
1188,57,2024-04-02,Product_B,77
1189,412,2024-04-03,Product_C,255
1190,334,2024-04-04,Product_D,415
1191,69,2024-04-05,Product_D,86
1192,118,2024-04-06,Product_A,217
1193,376,2024-04-07,Product_D,381
1194,59,2024-04-08,Product_C,263
1195,33,2024-04-09,Product_A,230
1196,318,2024-04-10,Product_B,271
1197,50,2024-04-11,Product_B,419
1198,368,2024-04-12,Product_C,340
1199,489,2024-04-13,Product_C,353
1200,19,2024-04-14,Product_A,486
1201,214,2024-04-15,Product_A,268
1202,197,2024-04-16,Product_C,317
1203,379,2024-04-17,Product_C,83
1204,450,2024-04-18,Product_B,134
1205,478,2024-04-19,Product_B,197
1206,47,2024-04-20,Product_B,263
1207,167,2024-04-21,Product_C,456
1208,452,2024-04-22,Product_D,330
1209,289,2024-04-23,Product_C,317
1210,141,2024-04-24,Product_C,244
1211,84,2024-04-25,Product_B,483
1212,182,2024-04-26,Product_C,259
1213,391,2024-04-27,Product_A,341
1214,79,2024-04-28,Product_C,407
1215,215,2024-04-29,Product_C,354
1216,14,2024-04-30,Product_C,81
1217,215,2024-05-01,Product_C,244
1218,403,2024-05-02,Product_D,333
1219,128,2024-05-03,Product_C,165
1220,310,2024-05-04,Product_A,464
1221,477,2024-05-05,Product_A,403
1222,248,2024-05-06,Product_C,124
1223,404,2024-05-07,Product_B,322
1224,29,2024-05-08,Product_D,237
1225,280,2024-05-09,Product_C,331
1226,338,2024-05-10,Product_C,355
1227,319,2024-05-11,Product_C,254
1228,202,2024-05-12,Product_B,315
1229,361,2024-05-13,Product_B,23
1230,57,2024-05-14,Product_B,25
1231,392,2024-05-15,Product_D,447
1232,218,2024-05-16,Product_A,436
1233,62,2024-05-17,Product_D,51
1234,157,2024-05-18,Product_B,474
1235,202,2024-05-19,Product_A,119
1236,17,2024-05-20,Product_A,287
1237,322,2024-05-21,Product_B,333
1238,6,2024-05-22,Product_B,28
1239,58,2024-05-23,Product_D,75
1240,325,2024-05-24,Product_B,176
1241,412,2024-05-25,Product_A,82
1242,318,2024-05-26,Product_C,412
1243,169,2024-05-27,Product_B,409
1244,453,2024-05-28,Product_B,319
1245,82,2024-05-29,Product_D,418
1246,474,2024-05-30,Product_D,121
1247,468,2024-05-31,Product_B,283
1248,425,2024-06-01,Product_A,416
1249,433,2024-06-02,Product_A,382
1250,219,2024-06-03,Product_C,94
1251,177,2024-06-04,Product_B,148
1252,204,2024-06-05,Product_D,48
1253,71,2024-06-06,Product_A,114
1254,387,2024-06-07,Product_C,333
1255,266,2024-06-08,Product_B,290
1256,98,2024-06-09,Product_A,456
1257,345,2024-06-10,Product_B,489
1258,291,2024-06-11,Product_B,423
1259,208,2024-06-12,Product_A,438
1260,2,2024-06-13,Product_A,132
1261,124,2024-06-14,Product_A,227
1262,280,2024-06-15,Product_B,386
1263,74,2024-06-16,Product_B,70
1264,166,2024-06-17,Product_C,109
1265,22,2024-06-18,Product_D,316
1266,154,2024-06-19,Product_B,363
1267,427,2024-06-20,Product_D,402
1268,439,2024-06-21,Product_A,213
1269,295,2024-06-22,Product_B,267
1270,219,2024-06-23,Product_C,495
1271,157,2024-06-24,Product_C,14
1272,495,2024-06-25,Product_D,455
1273,230,2024-06-26,Product_A,206
1274,20,2024-06-27,Product_D,189
1275,475,2024-06-28,Product_A,351
1276,41,2024-06-29,Product_C,142
1277,438,2024-06-30,Product_D,452
1278,148,2024-07-01,Product_C,333
1279,108,2024-07-02,Product_C,262
1280,403,2024-07-03,Product_A,274
1281,84,2024-07-04,Product_D,102
1282,483,2024-07-05,Product_D,159
1283,367,2024-07-06,Product_C,420
1284,322,2024-07-07,Product_C,147
1285,414,2024-07-08,Product_A,217
1286,309,2024-07-09,Product_B,499
1287,290,2024-07-10,Product_B,134
1288,406,2024-07-11,Product_C,243
1289,323,2024-07-12,Product_B,70
1290,134,2024-07-13,Product_B,316
1291,207,2024-07-14,Product_B,275
1292,283,2024-07-15,Product_B,143
1293,266,2024-07-16,Product_C,327
1294,73,2024-07-17,Product_B,122
1295,481,2024-07-18,Product_B,398
1296,352,2024-07-19,Product_A,387
1297,48,2024-07-20,Product_C,463
1298,326,2024-07-21,Product_D,200
1299,233,2024-07-22,Product_D,388
1300,443,2024-07-23,Product_A,449
1301,100,2024-07-24,Product_A,196
1302,59,2024-07-25,Product_C,328
1303,258,2024-07-26,Product_D,376
1304,413,2024-07-27,Product_B,98
1305,452,2024-07-28,Product_A,196
1306,65,2024-07-29,Product_D,316
1307,83,2024-07-30,Product_C,443
1308,154,2024-07-31,Product_B,141
1309,473,2024-08-01,Product_C,369
1310,266,2024-08-02,Product_A,132
1311,309,2024-08-03,Product_D,57
1312,79,2024-08-04,Product_D,297
1313,315,2024-08-05,Product_D,385
1314,150,2024-08-06,Product_D,188
1315,435,2024-08-07,Product_B,189
1316,48,2024-08-08,Product_B,108
1317,405,2024-08-09,Product_C,339
1318,379,2024-08-10,Product_B,43
1319,248,2024-08-11,Product_A,429
1320,278,2024-08-12,Product_A,79
1321,356,2024-08-13,Product_D,180
1322,98,2024-08-14,Product_A,375
1323,414,2024-08-15,Product_C,281
1324,25,2024-08-16,Product_B,68
1325,493,2024-08-17,Product_B,190
1326,284,2024-08-18,Product_B,28
1327,449,2024-08-19,Product_A,235
1328,369,2024-08-20,Product_B,482
1329,301,2024-08-21,Product_D,104
1330,68,2024-08-22,Product_D,378
1331,7,2024-08-23,Product_D,306
1332,305,2024-08-24,Product_A,90
1333,137,2024-08-25,Product_B,184
1334,164,2024-08-26,Product_A,231
1335,83,2024-08-27,Product_B,112
1336,385,2024-08-28,Product_C,63
1337,138,2024-08-29,Product_C,192
1338,420,2024-08-30,Product_A,360
1339,73,2024-08-31,Product_D,412
1340,237,2024-09-01,Product_A,327
1341,46,2024-09-02,Product_D,364
1342,106,2024-09-03,Product_B,358
1343,416,2024-09-04,Product_D,452
1344,288,2024-09-05,Product_D,330
1345,262,2024-09-06,Product_B,77
1346,176,2024-09-07,Product_C,37
1347,166,2024-09-08,Product_B,283
1348,145,2024-09-09,Product_A,291
1349,330,2024-09-10,Product_A,369
1350,370,2024-09-11,Product_A,412
1351,283,2024-09-12,Product_A,320
1352,54,2024-09-13,Product_A,128
1353,178,2024-09-14,Product_C,389
1354,419,2024-09-15,Product_C,450
1355,244,2024-09-16,Product_D,143
1356,341,2024-09-17,Product_A,138
1357,127,2024-09-18,Product_B,17
1358,409,2024-09-19,Product_A,490
1359,412,2024-09-20,Product_C,60
1360,367,2024-09-21,Product_A,350
1361,271,2024-09-22,Product_C,481
1362,132,2024-09-23,Product_D,290
1363,93,2024-09-24,Product_D,184
1364,379,2024-09-25,Product_D,192
1365,73,2024-09-26,Product_C,201
1366,411,2024-09-27,Product_A,258
1367,410,2024-09-28,Product_A,244
1368,403,2024-09-29,Product_B,92
1369,248,2024-09-30,Product_C,102
1370,348,2024-10-01,Product_B,382
1371,273,2024-10-02,Product_D,403
1372,43,2024-10-03,Product_A,321
1373,377,2024-10-04,Product_C,277
1374,41,2024-10-05,Product_B,426
1375,170,2024-10-06,Product_B,129
1376,434,2024-10-07,Product_B,80
1377,212,2024-10-08,Product_A,26
1378,493,2024-10-09,Product_A,262
1379,168,2024-10-10,Product_A,454
1380,39,2024-10-11,Product_C,131
1381,369,2024-10-12,Product_A,389
1382,245,2024-10-13,Product_C,19
1383,151,2024-10-14,Product_B,296
1384,111,2024-10-15,Product_B,325
1385,480,2024-10-16,Product_D,335
1386,436,2024-10-17,Product_A,282
1387,47,2024-10-18,Product_B,315
1388,63,2024-10-19,Product_A,302
1389,225,2024-10-20,Product_C,219
1390,366,2024-10-21,Product_B,455
1391,69,2024-10-22,Product_A,227
1392,299,2024-10-23,Product_B,250
1393,432,2024-10-24,Product_B,383
1394,290,2024-10-25,Product_A,473
1395,296,2024-10-26,Product_B,209
1396,203,2024-10-27,Product_B,225
1397,61,2024-10-28,Product_B,214
1398,434,2024-10-29,Product_B,422
1399,451,2024-10-30,Product_C,425
1400,318,2024-10-31,Product_B,225
1401,314,2024-11-01,Product_D,89
1402,161,2024-11-02,Product_B,276
1403,331,2024-11-03,Product_A,489
1404,16,2024-11-04,Product_D,399
1405,338,2024-11-05,Product_C,388
1406,94,2024-11-06,Product_D,44
1407,304,2024-11-07,Product_D,298
1408,138,2024-11-08,Product_D,27
1409,338,2024-11-09,Product_A,174
1410,38,2024-11-10,Product_A,22
1411,127,2024-11-11,Product_A,211
1412,275,2024-11-12,Product_C,238
1413,164,2024-11-13,Product_A,355
1414,443,2024-11-14,Product_A,375
1415,319,2024-11-15,Product_D,474
1416,77,2024-11-16,Product_A,457
1417,174,2024-11-17,Product_B,10
1418,387,2024-11-18,Product_A,328
1419,458,2024-11-19,Product_C,226
1420,358,2024-11-20,Product_C,43
1421,321,2024-11-21,Product_B,368
1422,376,2024-11-22,Product_C,275
1423,91,2024-11-23,Product_C,137
1424,238,2024-11-24,Product_D,221
1425,264,2024-11-25,Product_B,272
1426,179,2024-11-26,Product_D,321
1427,494,2024-11-27,Product_D,89
1428,490,2024-11-28,Product_A,174
1429,209,2024-11-29,Product_B,422
1430,73,2024-11-30,Product_A,261
1431,390,2024-12-01,Product_A,21
1432,107,2024-12-02,Product_D,410
1433,345,2024-12-03,Product_C,313
1434,295,2024-12-04,Product_B,221
1435,369,2024-12-05,Product_C,291
1436,444,2024-12-06,Product_D,121
1437,284,2024-12-07,Product_D,220
1438,353,2024-12-08,Product_D,387
1439,182,2024-12-09,Product_D,248
1440,37,2024-12-10,Product_D,277
1441,137,2024-12-11,Product_D,414
1442,338,2024-12-12,Product_C,307
1443,56,2024-12-13,Product_A,326
1444,187,2024-12-14,Product_C,67
1445,341,2024-12-15,Product_B,447
1446,258,2024-12-16,Product_C,43
1447,445,2024-12-17,Product_D,272
1448,58,2024-12-18,Product_C,374
1449,363,2024-12-19,Product_A,44
1450,123,2024-12-20,Product_B,280
1451,188,2024-12-21,Product_C,458
1452,230,2024-12-22,Product_A,483
1453,168,2024-12-23,Product_C,236
1454,420,2024-12-24,Product_B,34
1455,114,2024-12-25,Product_C,243
1456,252,2024-12-26,Product_D,68
1457,107,2024-12-27,Product_C,260
1458,37,2024-12-28,Product_A,344
1459,335,2024-12-29,Product_C,95
1460,92,2024-12-30,Product_A,260
1461,18,2024-12-31,Product_B,399
1462,354,2025-01-01,Product_C,189
1463,63,2025-01-02,Product_B,216
1464,150,2025-01-03,Product_B,353
1465,139,2025-01-04,Product_C,158
1466,186,2025-01-05,Product_A,80
1467,185,2025-01-06,Product_B,130
1468,205,2025-01-07,Product_B,262
1469,260,2025-01-08,Product_C,102
1470,214,2025-01-09,Product_C,265
1471,256,2025-01-10,Product_C,263
1472,135,2025-01-11,Product_C,361
1473,61,2025-01-12,Product_C,297
1474,363,2025-01-13,Product_D,318
1475,310,2025-01-14,Product_C,68
1476,88,2025-01-15,Product_A,78
1477,324,2025-01-16,Product_B,455
1478,476,2025-01-17,Product_A,397
1479,207,2025-01-18,Product_A,95
1480,129,2025-01-19,Product_D,283
1481,311,2025-01-20,Product_C,236
1482,3,2025-01-21,Product_B,90
1483,462,2025-01-22,Product_A,123
1484,422,2025-01-23,Product_C,193
1485,242,2025-01-24,Product_C,289
1486,121,2025-01-25,Product_D,331
1487,385,2025-01-26,Product_D,406
1488,102,2025-01-27,Product_D,327
1489,38,2025-01-28,Product_B,63
1490,341,2025-01-29,Product_A,408
1491,496,2025-01-30,Product_D,206
1492,413,2025-01-31,Product_D,396
1493,133,2025-02-01,Product_D,302
1494,497,2025-02-02,Product_A,302
1495,202,2025-02-03,Product_A,494
1496,348,2025-02-04,Product_D,396
1497,21,2025-02-05,Product_D,456
1498,242,2025-02-06,Product_C,300
1499,455,2025-02-07,Product_D,189
1500,451,2025-02-08,Product_B,480
1501,109,2025-02-09,Product_B,389
1502,303,2025-02-10,Product_D,421
1503,84,2025-02-11,Product_A,231
1504,83,2025-02-12,Product_C,283
1505,291,2025-02-13,Product_A,387
1506,452,2025-02-14,Product_D,253
1507,69,2025-02-15,Product_B,429
1508,129,2025-02-16,Product_C,426
1509,196,2025-02-17,Product_A,457
1510,140,2025-02-18,Product_A,163
1511,444,2025-02-19,Product_D,313
1512,283,2025-02-20,Product_C,433
1513,312,2025-02-21,Product_B,282
1514,234,2025-02-22,Product_D,433
1515,23,2025-02-23,Product_C,144
1516,153,2025-02-24,Product_A,322
1517,277,2025-02-25,Product_D,17
1518,61,2025-02-26,Product_A,137
1519,319,2025-02-27,Product_A,382
1520,378,2025-02-28,Product_D,65
1521,52,2025-03-01,Product_D,135
1522,344,2025-03-02,Product_D,168
